"","score","text","created"
"198",0,"@missbryn88 so far I've found it at Safeway and Walmart but the flavor selection is low <ed><U+00A0><U+00BD><ed><U+00B9><U+0081> they have a store locator on their website <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>","2016-04-12:15"
"199",1,"Safeway Jumbalaya: surprisingly delicious.","2016-04-12:15"
"200",-1,"""Sex In The City"" and Safeway Chinese for my lunch break. <ed><U+00A0><U+00BD><ed><U+00B8><U+009D>","2016-04-12:15"
"201",1,"@glutenfree_cmb thank you! We have notified our Buyers of your request for consideration.","2016-04-12:15"
"202",0,"NEW JOB: Fontana CA - Delivery Driver - Now hiring br br Safeway is looking to fill an imm... https://t.co/IDQHsUw2oc #Safeway #job #jobs","2016-04-12:15"
"203",0,"I'm at Safeway | <U+0633><U+064A><U+0641><U+0648><U+064A> in Amman https://t.co/1ymWCFnG3R","2016-04-12:15"
"204",0,"I'm at @Safeway in Burke, VA https://t.co/uH4laradfH","2016-04-12:15"
"205",0,"@byeramon please visit https://t.co/ZRFFgrQYIE for full game details! Pick up a game board and shop to receive game pieces at your store!","2016-04-12:15"
"206",0,"RT @jestemmalutka: When Safeway has chicken pot pie.. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>","2016-04-12:15"
"207",2,"@HenryEbright503 thank you for bringing this to our attention. Which store in Eugene are you referring to? We'd like to address this.","2016-04-12:15"
"208",-2,"@blobree we're sorry for your dissatisfaction. Please let us know where you shop so we can share your feedback for review.","2016-04-12:15"
"209",0,"Safeway (@ Temple B'nai Shalom in Fairfax Station, VA) https://t.co/EkRPdYTwQW","2016-04-12:15"
"210",0,"Various: Reser's, Stonemill Kitchens, Safeway, Walmart Various Salads: Potato Salad… https://t.co/hIWwwWHSRj","2016-04-12:14"
"211",-3,"@_its__gabzzz so sorry for this inconvenience. This was a global issue affecting our stores and has since been resolved.","2016-04-12:14"
"212",1,"Our awesome autistic friends making boxes for the 93 @Safeway locations that just ordered! #AutismAppreciationMonth https://t.co/IEX96pyo9Q","2016-04-12:14"
"213",0,"Milf at Safeway, her kid about to have a new dad <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8>","2016-04-12:14"
"214",0,"Safeway, you've made tools of us all. #doyouplaymonopoly #gamblingandgroceries","2016-04-12:14"
"215",0,"Bakery Production @Chilliwack: Safeway: ""and former Courtesy Clerk. About Safeway: Safeway… https://t.co/P24VGJbN8V #abbotsford #jobs #bc","2016-04-12:14"
"216",-1,"FINALLY @Safeway  towson has cut the fruit in larger chunks less mess that way fruit last longer THANK YOU","2016-04-12:14"
"217",0,"Safeway Tilapia? Name of investment outfit? The name alone would have pulled out my antennas.","2016-04-12:14"
"218",0,"Can a girl win this stupid Safeway monopoly game or nahhhh?","2016-04-12:14"
"219",-1,".@Starbucks in @Safeway in Prescorr Valley have thirst people. Thank you Sara for ALAYS making me feel special. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> https://t.co/FB4v32zdbx","2016-04-12:14"
"220",2,"@MeganMLien @Safeway It's rigged.  It's almost like they don't want me to win a Jet Ski &amp; vacation home....","2016-04-12:14"
"221",0,"RT @HiddenCash: ""Unique fruit""??? What is this? A clever way to market a rotten orange? @Safeway https://t.co/d1x47WqTKf","2016-04-12:14"
"222",0,"RT @HiddenCash: Retweet please - let's find out: @Safeway what is this ""unique fruit"" you're selling? Why not label it? https://t.co/qyPNXh…","2016-04-12:14"
"223",-1,"RT @HiddenCash: “@Safeway: @HiddenCash uh oh! Please let us know which location this is so that we can address this issue.” Issue: what is…","2016-04-12:14"
"224",0,"@NEDARBNAGROM I'm in Safeway","2016-04-12:14"
"225",1,"Don't mind me just lip-singing Simple Plan's ""welcome to my life"" as it plays over the Safeway sound system","2016-04-12:14"
"226",0,"@redderedder_ dare u to go in safeway","2016-04-12:14"
"227",0,"@OGJvke_g Safeway and also IT computer with my pops !","2016-04-12:14"
"228",-1,"https://t.co/9ndVoXwHKn

RECALL ALERT: Bought these macaroni, potato or other cold salads at Walmart or Safeway? … https://t.co/rcNcog0k5T","2016-04-12:14"
"229",-2,"the cart i was pushing in safeway kept making loud noises and they didn't have ricotta cheese","2016-04-12:14"
"230",0,"When Safeway has chicken pot pie.. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>","2016-04-12:14"
"231",-1,"RT ClarkHoward ""RECALL ALERT: Bought these macaroni, potato or other cold salads at Walmart or Safeway? … https://t.co/6EAx6RyC25""","2016-04-12:14"
"232",-1,"RECALL ALERT: Bought these macaroni, potato or other cold salads at Walmart or Safeway? https://t.co/RzLMLGF0IJ https://t.co/vKC9fOrhuT","2016-04-12:14"
"233",0,"RT @danielcook1996: @Utz14 I have to park by Safeway for Shaw <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> parking here is so fucked","2016-04-12:14"
"234",0,"@Utz14 I have to park by Safeway for Shaw <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> parking here is so fucked","2016-04-12:14"
"235",0,"RT @kerrywcampbell: Has govt considered what controversy re: Aqua Bounty salmon might have on reputation of Canada's Food Island? Safeway,…","2016-04-12:14"
"236",-1,"I always get the most obnoxious compliments at the Safeway in Briggs Chaney lol","2016-04-12:13"
"237",-1,"Has govt considered what controversy re: Aqua Bounty salmon might have on reputation of Canada's Food Island? Safeway, Target refuse to sell","2016-04-12:13"
"238",1,"@ all you boys friendly reminder that Safeway has $5 Tuesday's where their older bouquets of flowers go on clearance for $5","2016-04-12:13"
"239",2,"I been applying for jobs all day at work. Lol Im tryna be the floral manager at Safeway.. They need to fwm cuz I'm a visionary.","2016-04-12:13"
"240",0,"so I went to Safeway.... https://t.co/IYz79jv3SP","2016-04-12:13"
"241",-1,"If you are mad , go to safeway n buy some Glad.","2016-04-12:13"
"242",1,"The Safeway next to UTC is amazing","2016-04-12:13"
"243",0,"NEW JOB: Humble TX - Store Clerk - Store Clerk br Safeway br Humble TX area br br The Stor... https://t.co/Gld5KEMOka #Safeway #job #jobs","2016-04-12:13"
"244",0,"Atomic Rewind: Safeway Supermarket Commercial From 1986 https://t.co/Dhi7HSmKtU","2016-04-12:13"
"245",1,"I've entered 34 online codes in the @Safeway monopoly game now.. Not a single winner. Do I get a pity win eventually? Jeez. @Trickorskeet34","2016-04-12:13"
"246",0,"@emilymhorsman i was sure to use the self checkout when all i bought at safeway was two pints of ben and jerry's","2016-04-12:13"
"247",0,"@PlyzixIsKing lol we gotta pay taxes...I certainly don't expect Safeway, Walmar, Nike, Whole Foods, Starbuck, McDonalds to build any roads..","2016-04-12:13"
"248",-3,"why did i let someone convince me to get my lunch at @Safeway's cafe????
everything is bland and disgusting... what a waste of money =__=","2016-04-12:13"
"249",0,"RT @Kalifornia__: Craving a Safeway sandwich <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>","2016-04-12:13"
"250",-1,"@ayyeelouiee_ lol honestly only went to Safeway 3 times and I have a shit load. Girl gave me a handful","2016-04-12:13"
"251",0,"RT @darthlmao: My uncles smoking weed and my mom thinks they're Kuwaiti cigs so she's like do u think they sell the cigs he's smoking at Sa…","2016-04-12:13"
"252",0,"RT @Sierramc123: When you meet Bethany mota in safeway http://t.co/FvnArzlWCC","2016-04-12:13"
"253",1,"Why choose one when you can mix and match!? Fresh cut fruit is available at Safeway! #Safeway #WaldorfMP https://t.co/LEDCWSQAr7","2016-04-12:13"
"254",0,"I think it's time 4 me 2 go 2 @Safeway 2day","2016-04-12:13"
"255",0,"I just checked in at Safeway with #mPLUSPlaces Download today!  https://t.co/7kwUQmtVrv","2016-04-12:13"
"256",-1,"Fucking tired of Safeway","2016-04-12:13"
"257",0,"What is it with Shoreline and Safeway grocery stores???? Can a girl get a whole foods or PCC up in here? #northseattleproblems","2016-04-12:13"
"258",0,"RT @AngryBlkManDC: Safeway Worker Hurls Mangoes in Attempt to Stop Tide Thief
https://t.co/UIBHAlWL9a","2016-04-12:13"
"259",1,"Back home we have Starschmucks in Safeway clearly not the case in Saskatchewan. https://t.co/dzAL6EsXdQ","2016-04-12:13"
"260",0,"Summer Sign Up today, tomorrow and Thursday at Ewa Beach Safeway!  Come on down and get started on your summer! https://t.co/WQNfOUVsK6","2016-04-12:13"
"261",0,"@Catallllina_ are you working at Safeway today?","2016-04-12:13"
"262",0,"Safeway its your store lol (at @Safeway in Aurora, CO) https://t.co/VJ7KV00VwX","2016-04-12:13"
"263",0,"@Safeway Boneless Ribbs.  @TonyRomaRibs hope still.  Reply soon.","2016-04-12:12"
"264",1,"@Reid_Penney @BizDRett  Yeah, right by Safeway....after you cut through BofA and FireStation parking lots, then cross 3rd. <ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>","2016-04-12:12"
"265",1,"@Safeway All Ready Cooked Love your Vanilla cake slices hope more of them to Chocolate to.  $1.99  Have fun Hope Other has Tonys ribbs to","2016-04-12:12"
"266",0,"Def the cutest Safeway worker I know  https://t.co/JH44zijGIC","2016-04-12:12"
"267",0,"My uncles smoking weed and my mom thinks they're Kuwaiti cigs so she's like do u think they sell the cigs he's smoking at Safeway","2016-04-12:12"
"268",0,"@chainofdisease please contact our Employee Services Center at 1-888-255-2269 for assistance. Thanks!","2016-04-12:12"
"269",0,"RT @ConsumerReports: Reser’s recalls salads for possible listeria, also sold under walmart and safeway brands https://t.co/zzKzzx9h7o","2016-04-12:12"
"270",1,"@Safeway Not sure if you will see this or if your Cheyenne Safeway one.  Hope you bring back your store brand Cheese Burgers all ready","2016-04-12:12"
"271",-1,"@garveylisa thanks! We will address your concerns with the respective Store Directors for resolution.","2016-04-12:12"
"272",0,"RT @23RAWEVANS: Safeway didn't have cocoa butter when I tell y'all I almost tore that club up I mean it..","2016-04-12:12"
"273",0,"Craving a Safeway sandwich <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>","2016-04-12:12"
"274",0,"@BizDRett it's my mama's salon. On 3rd street in downtown LO, by the Safeway","2016-04-12:12"
"275",0,"Safeway didn't have cocoa butter when I tell y'all I almost tore that club up I mean it..","2016-04-12:12"
"276",0,"New #job opening at Safeway Inc  in #Tucson - #Deli #Manager-Assistant #jobs https://t.co/S9nXHRgAvI","2016-04-12:12"
"277",0,"@TIULeisha thanks for following up with us! We will make sure this is reviewed by the Store Director.","2016-04-12:12"
"278",0,"Safeway just called me <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> want to do a interview with me tomorrow morning","2016-04-12:12"
"279",0,"RT @DRUNKdadding: it's kinda weird how this cashier at Safeway keeps asking me if I'm ""playing Monopoly"" when I'm clearly just standing her…","2016-04-12:12"
"280",1,"@moodonthepitch we will make sure this is reviewed by the Store Director, and appreciate you letting us know!","2016-04-12:12"
"281",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $10.5 https://t.co/ApsCY1FLTw https://t.co/Xi5bhEKaZn","2016-04-12:12"
"282",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $10.5 https://t.co/Q4zHQOjMFb https://t.co/T81AtG9zwm","2016-04-12:12"
"283",0,"@aidenaisling ITS GOING BY THE OTHER SAFEWAY LIKE THERES ALREADY A JAMBA JUICE THERE AND ON PORTOLA IM SO MAD ABOUT IT","2016-04-12:12"
"284",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $10.5 https://t.co/ApsCY1FLTw https://t.co/d6Jfg6lRhV","2016-04-12:12"
"285",-1,"Even the one youngster that accosted me near Safeway, I considered him a direct result of the Sulcers's criminal activities &amp; Sina Loa","2016-04-12:12"
"286",-1,"@Coloradogun we're so sorry you had this experience once again, and will escalate this to our Upper Management Team for resolution.","2016-04-12:12"
"287",0,"Imma walk to Safeway to get sway medicine when I leave the salon","2016-04-12:12"
"288",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $10.5 https://t.co/24hHSTQwnX https://t.co/u9xiNpSZCm","2016-04-12:12"
"289",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $10.5 https://t.co/jtaZSIx5na https://t.co/tzdYOpaTcd","2016-04-12:12"
"290",0,"Anybody know whos hiring? Anywhere besides safeway and kmart lol","2016-04-12:12"
"291",-1,"@PDXAdman we're sorry about this! Which location are you referring to, so we can address it?","2016-04-12:12"
"292",0,"#NorCal: #Lease with us at Cameron Park Place, anchored by @Safeway between #Sacramento and #LakeTahoe https://t.co/6xAU6rKqdX","2016-04-12:12"
"293",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $10.5 https://t.co/Z7DAuE39Na https://t.co/YRcOpcB0jL","2016-04-12:12"
"294",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $10.5 https://t.co/DUSIFzvREj https://t.co/bga3dKCiIN","2016-04-12:12"
"295",0,"@Safeway Thank you. Store #2696","2016-04-12:12"
"296",0,"RT @juliacarriew: At night in San Francisco, 7-Eleven and Safeway parking lots are full of Uber drivers, sleeping in their cars https://t.c…","2016-04-12:12"
"297",0,"@SbuxArizona let me send some praise! Shoutout to Ray rd &amp; 101 store, Happy Valley twncntr, Safeway Tatum &amp; cave creek! Holla!","2016-04-12:12"
"298",0,"Lot Of 9 Sealed Safeway Monopoly Tickets https://t.co/pDDnrO2Us3 Free Ebay Sniping <U+21BA>RT, Favorite, Share","2016-04-12:12"
"299",0,"I'm at @Safeway in Bethesda, MD https://t.co/S640ox7Xlb","2016-04-12:12"
"300",0,"@Safeway Pls prohibit #opencarry in ur Randall’s TX stores. Can’t shop there until u do b/c not safe for any family. #groceriesnotguns","2016-04-12:12"
"301",0,"@Safeway Why ru allowing #opencarry in ur Randall’s stores? Can’t shop there until u prohibit b/c not safe for any family. #groceriesnotguns","2016-04-12:12"
"302",0,"@Safeway Pls prohibit #opencarry in ur Randall’s TX stores. Can’t shop there until u do b/c not safe for any family. #gunsnotgroceries","2016-04-12:12"
"303",0,"@Safeway Why r u allowing #opencarry in ur Randall's stores in TX? It’s legal to prohibit &amp; ur customers will thank u. #groceriesnotguns","2016-04-12:12"
"304",0,"So many new stores have been added to our website! Check to see if we are sold near you! https://t.co/UvsMcyHNxw @HEB @Safeway @Lucky","2016-04-12:12"
"305",0,"Reser's Recalls Salads For Possible Listeria, Also Sold Under Walmart And Safeway Brands https://t.co/CiPldHitBX via @consumerist @CKNW","2016-04-12:12"
"306",-3,"I'm done working at Safeway. All that ever happens Is me getting into trouble for stupid ass shit.","2016-04-12:12"
"307",0,"It doesn't take that long to drive from Safeway to wm <ed><U+00A0><U+00BD><ed><U+00B9><U+0084><ed><U+00A0><U+00BD><ed><U+00B9><U+0084><ed><U+00A0><U+00BD><ed><U+00B9><U+0084>","2016-04-12:12"
"308",0,"The Truth About Safeway / Sobeys ""Certified Humane"" Chicken https://t.co/RQNKuGlCZP","2016-04-12:12"
"309",-1,"@Resers is trying to kill their customers again!! @kroger @Safeway @WinnDixie","2016-04-12:12"
"310",-1,"RT @nathanMFstern: @_britttthagannn aweeeeee miss u too <U+2763> I'll be back @ ur local Safeway in a month <ed><U+00A0><U+00BD><ed><U+00B8><U+009C>","2016-04-12:12"
"311",-1,"@_britttthagannn aweeeeee miss u too <U+2763> I'll be back @ ur local Safeway in a month <ed><U+00A0><U+00BD><ed><U+00B8><U+009C>","2016-04-12:12"
"312",0,"NEW JOB: Euless TX - Store Clerk - Store Clerk br Safeway br Euless TX br br The Store Cle... https://t.co/SucAQ4yfSp #Safeway #job #jobs","2016-04-12:12"
"313",0,"Reser’s recalls salads for possible listeria, also sold under walmart and safeway brands https://t.co/zzKzzx9h7o","2016-04-12:12"
"314",0,"@BCTGM Any idea how our members of local 468 in Vancouver will be affected by Safeway/Sobeys new banner ""safeway extra""","2016-04-12:11"
"315",1,"@FullSailBrewing I'm in Tri-Cities, WA. Have looked at my local Safeway, Albertsons, etc. It's a fantastic beer!","2016-04-12:11"
"316",1,"Yo my name is Hunter, I used to work at Safeway, I have a cat his name is Runter, my birthday is not in May.
HEYHEYHEY","2016-04-12:11"
"317",-1,"RT @Aon_plc: Heard at #RIMS2016 : Chris from @Safeway weighs in on biggest industry risk https://t.co/RYiwE3kOhn","2016-04-12:11"
"318",0,"Safeway called me back <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>","2016-04-12:11"
"319",0,"@dariamichaleski go to Safeway!!! They have Starbucks in there <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+2615><U+FE0F>","2016-04-12:11"
"320",0,"RT @SusanWooEPSB: Safeway pharmacist Julia Wiebe talks to @BN_School_EPSB about highlights in the pharmacy field  #bnscareerday https://t.c…","2016-04-12:11"
"321",0,"Georgia Ave - Petworth - Park View - Armed Forces Retirement Home - Lincoln's Cottage - Safeway  #RenameAMetroStationInExactly140Characters","2016-04-12:11"
"322",0,"Safeway pharmacist Julia Wiebe talks to @BN_School_EPSB about highlights in the pharmacy field  #bnscareerday https://t.co/BBYOCoso5H","2016-04-12:11"
"323",0,"@kosheronabudget Safeway( in Wheaton,MD) had Spinbrush b1g1 $8.49 but some had $2 off coupons. So new Pesach toothbrushes for $2.25 each","2016-04-12:11"
"324",0,"Might have to call Safeway again <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>","2016-04-12:11"
"325",0,"Safeway Coupon Match Ups &amp; Sales (Arizona) ~ 4/13/16 – 4/19/16 https://t.co/nPjVlBoK7e","2016-04-12:11"
